T,spins,cycles,ordered,delay,E,M,Mabs,cv,suscept,accepted
1.0,400,100.0,0,0,-1.6531452500000001,0.07972850000000001,0.10856674999999999,14.936613960974936,3.8954905150999997,3096
1.0,400,137.38237958832624,0,0,-1.7690692993401294,0.6263443336609071,0.6263443336609071,17.01875896648373,20.770965726749527,2549
1.0,400,188.73918221350976,0,0,-1.7086832273924946,-0.08865753154038121,0.12029073525558012,11.779288523645082,5.889784131757558,4189
1.0,400,259.2943797404667,0,0,-1.942418402990926,-0.9343343181695295,0.9343343181695295,11.311675664571231,10.739381117882804,1438
1.0,400,356.2247890262444,0,0,-1.729433826556669,0.29697505131291146,0.29773566654336936,4.439684726888518,8.368743471066441,7166
1.0,400,489.3900918477494,0,0,-1.9646694753663345,-0.954855789449406,0.9548894538007576,7.447605975226615,9.625838036718488,1710
1.0,400,672.3357536499335,0,0,-1.9813532416924022,0.9846478435902015,0.9846520825437074,4.6811305767053275,2.608839813776576,1296
1.0,400,923.6708571873866,0,0,-1.9781584649793922,0.9730870910411938,0.9730870910411938,4.2582618217228445,5.3046664471163965,1836
1.0,400,1268.9610031679222,0,0,-1.7471835379220153,-0.040189079784709,0.14406506546979228,2.0336273392128352,10.883910309942085,21577
1.0,400,1743.3288221999874,0,0,-1.987726730535566,0.9836851004022897,0.9836851004022897,1.9219306404871168,3.871307803591626,2002
1.0,400,2395.026619987486,0,0,-1.992707809663066,0.9946093313202701,0.9946093313202701,1.0626027895836159,0.7835686050689401,1760
1.0,400,3290.3445623126677,0,0,-1.9923903183538514,0.9935380590360654,0.9935380590360654,1.3033209412370343,1.3344413919511862,2498
1.0,400,4520.35365636024,0,0,-1.9944242332267481,0.9967791195187229,0.9967791195187229,0.81709563689481,0.5843781442484033,2472
1.0,400,6210.169418915616,0,0,-1.9954953462709044,0.9980777386073791,0.9980779801466834,0.442199449329637,0.23285294129062095,2821
1.0,400,8531.678524172805,0,0,-1.994840496718097,-0.9959329999865215,0.995933454176162,0.6076733471464831,0.9474505007347761,4374
1.0,400,11721.022975334794,0,0,-1.9961855142026708,0.9982287712532874,0.9982287712532874,0.31575939014175675,0.2652612018387299,4638
1.0,400,16102.620275609392,0,0,-1.9963604168007643,0.998483605451072,0.998483605451072,0.24235227808880155,0.16694859060378803,5844
1.0,400,22122.1629107045,0,0,-1.9958692128442477,-0.9968262332219546,0.9968262332219546,0.24946268144209172,0.7256237279711059,8990
1.0,400,30391.95382313195,0,0,-1.9796107556996794,0.9244024734637748,0.9455336223111778,1.7859107779257466,32.01048913047991,47795
1.0,400,41753.189365604005,0,0,-1.9892500791429897,-0.9680430774061252,0.9748074720378002,0.8460093837874593,13.05241482901678,36014
1.0,400,57361.52510448681,0,0,-1.996474325628455,0.9974205573035708,0.9974311580503064,0.14206130585749632,0.5994247159430234,20029
1.0,400,78804.62815669904,0,0,-1.9938550891651292,0.9842989025753832,0.9901350179249218,0.3810132570870337,7.29363022042744,41814
1.0,400,108263.6733874054,0,0,-1.9970546542544352,0.9991489472228074,0.9991489675435665,0.058923207909683695,0.03248023249921971,32303
1.0,400,148735.21072935118,0,0,-1.9962946359103548,-0.9964939533194996,0.9968635855318749,0.1288977799419081,1.0335800605772238,52705
1.0,400,204335.97178569395,0,0,-1.9970860510208532,-0.999202522398431,0.9992025704810074,0.04767908639478265,0.01888427124089503,60307
1.0,400,280721.62039411755,0,0,-1.9971109915328344,0.9992172909809759,0.9992172909809759,0.03904339244327275,0.014973401278693928,82635
1.0,400,385662.04211634723,0,0,-1.997011113211015,-0.998976778666934,0.999000306974128,0.046553831219498534,0.10937643853132613,117524
1.0,400,529831.6906283702,0,0,-1.9965022989101644,-0.9964975105562877,0.9972747935261146,0.09574512337538181,1.249228118752726,177953
1.0,400,727895.3843983146,0,0,-1.9971412536179916,-0.9992615923114296,0.9992615923114296,0.027116687701200137,0.004292915642799926,211789
1.0,400,1000000.0,0,0,-1.997167472825,0.9992692679875,0.9992692679875,0.026407956821494737,0.00415154236536182,288978
2.4,400,100.0,0,0,-1.1724652500000001,0.00942875,0.20059825,1.5312760446137064,9.24463540390625,11688
2.4,400,137.38237958832624,0,0,-1.1549456012878856,-0.36627450078230994,0.3663451066345966,1.5175115073224612,4.414435960518885,16240
2.4,400,188.73918221350976,0,0,-1.2968488955468191,0.5368365291812071,0.5395581421180424,1.9853666797413956,10.522681918201503,18627
2.4,400,259.2943797404667,0,0,-1.155495349725241,0.4171971934304036,0.41995756949685137,1.748777381801334,7.0336991520451,30738
2.4,400,356.2247890262444,0,0,-1.237085931623735,-0.4963605648650502,0.49768536037209515,1.925638001727091,7.892451839173661,38243
2.4,400,489.3900918477494,0,0,-1.2516133044037168,0.5343945031918667,0.5343945031918667,1.163529500531278,5.4215549384799795,51318
2.4,400,672.3357536499335,0,0,-1.1709304774083211,0.26098753345692666,0.31927161962558115,1.5327301170736216,13.01583902582764,78971
2.4,400,923.6708571873866,0,0,-1.2627064239652477,-0.4498831854080007,0.4666358520961312,1.5550547818915876,11.441799978574204,95880
2.4,400,1268.9610031679222,0,0,-1.2525559658902048,0.06525460577060957,0.4765170667108217,1.6825588813723016,46.913252221361454,133557
2.4,400,1743.3288221999874,0,0,-1.2379135952542824,0.16381597600136438,0.44890502155090545,1.5291977769974967,39.26168313240736,187190
2.4,400,2395.026619987486,0,0,-1.2572377274937065,-0.013172040442775885,0.4856504214997316,1.5314857825939927,48.62563012292929,250787
2.4,400,3290.3445623126677,0,0,-1.2405546509484737,0.31594351072135973,0.45979040609554206,1.423186715981059,27.362296633988276,352658
2.4,400,4520.35365636024,0,0,-1.2143537524495276,-0.1061833318781703,0.4027193889882062,1.3961198538356459,34.468486481999754,502355
2.4,400,6210.169418915616,0,0,-1.2338452557608262,-0.08062013952067401,0.4274040965638374,1.414268007681244,38.761839360833854,673264
2.4,400,8531.678524172805,0,0,-1.2385436546936135,-0.00762259001153649,0.46034965175634057,1.3997472127662023,44.12815934412474,916526
2.4,400,11721.022975334794,0,0,-1.2228668675219105,-0.08612944468451265,0.4269693789126843,1.3479014860665883,37.84003276781631,1288146
2.4,400,16102.620275609392,0,0,-1.2373837120273241,0.25826131035326905,0.4546221880167237,1.4633884959968226,32.27827237300671,1733740
2.4,400,22122.1629107045,0,0,-1.2386193264918592,-0.04746773650653669,0.46514089813618087,1.3946231629758157,44.17797144925771,2377516
2.4,400,30391.95382313195,0,0,-1.2346740717419615,0.07809184591461123,0.4466586708771554,1.3909848587339866,41.05403163531516,3285339
2.4,400,41753.189365604005,0,0,-1.2382252424431557,0.07999331579808487,0.4576282489509791,1.4250169869120302,42.613548442207176,4487079
2.4,400,57361.52510448681,0,0,-1.234717422017429,-0.0955496605087874,0.4512742287247034,1.3909852576149686,41.075893312546484,6198010
2.4,400,78804.62815669904,0,0,-1.2388620323906805,-0.018377797362614502,0.45883172515707465,1.4351042956925033,43.87882884567455,8467709
2.4,400,108263.6733874054,0,0,-1.234673709266087,-0.005345241569895976,0.4495715964978717,1.3709346788053962,42.46710424153459,11698111
2.4,400,148735.21072935118,0,0,-1.2389953891639864,-0.10821249190810361,0.4607421010227316,1.3785808567450886,41.97696434590158,15976956
2.4,400,204335.97178569395,0,0,-1.235837367709526,-0.010044119408170165,0.45010455597343446,1.4205396829130703,42.687220274776884,22042868
2.4,400,280721.62039411755,0,0,-1.2374397071280199,-0.018426826700193823,0.45540145695054873,1.3983751663218729,43.341490479867765,30220954
2.4,400,385662.04211634723,0,0,-1.2377365888292235,-0.007483139698330377,0.45464211320958475,1.4228655192963895,43.43074913087536,41503628
2.4,400,529831.6906283702,0,0,-1.2380479272050482,-0.005551198455139203,0.4554457715171991,1.4224053856330177,43.50651620147025,56996334
2.4,400,727895.3843983146,0,0,-1.2370070150524295,0.003493103187625993,0.4524394115505021,1.4137829011797924,43.08622157049553,78419811
2.4,400,1000000.0,0,0,-1.238838818375,0.015999552125,0.459040208125,1.4142539719086042,43.8309242066124,107450228
