N,result_brute_pl,result_importance,std_brute_pl,std_importance,time_brute_pl,time_importance,time_importance_pl,error_brute_pl,error_importance
15.264179671752334,0.006421200023928837,0.06150879764905004,0.0034482311505857266,0.03451147768189858,0.0005240440368652344,8.821487426757812e-06,1.6450881958007812e-05,-0.1863445109348477,-0.1312569133097265
23.29951810515372,0.01578391216323779,0.16755267052139847,0.010166708829489014,0.07794705955775395,3.719329833984375e-05,1.0728836059570312e-05,5.364418029785156e-05,-0.17698179879553874,-0.02521304043737807
35.564803062231285,0.007609920635230397,0.18136255423830058,0.00451099505118659,0.07940974652819015,1.1205673217773438e-05,1.621246337890625e-05,1.6450881958007812e-05,-0.18515579032354615,-0.011403156720475954
54.286754393238596,0.0912307338801754,0.11411587044039477,0.05957144504386984,0.039036623083859065,1.2159347534179688e-05,2.384185791015625e-05,1.3113021850585938e-05,-0.10153497707860114,-0.07864984051838177
82.86427728546842,0.07487940140167443,0.09463615864545091,0.04124615733972638,0.024478271801607717,1.1920928955078125e-05,3.3855438232421875e-05,1.71661376953125e-05,-0.11788630955710211,-0.09812955231332562
126.48552168552958,1.049452204666973,0.1933510512681439,1.0073978409210966,0.06074846965623603,1.239776611328125e-05,5.316734313964844e-05,1.6450881958007812e-05,0.8566864937081964,0.0005853403093673548
193.06977288832496,0.5621962922835689,0.24370775806017805,0.4379433195652541,0.0583993415797327,1.3113021850585938e-05,8.821487426757812e-05,2.288818359375e-05,0.3694305813247924,0.050942047101401516
294.705170255181,0.4573276466875001,0.23851710901245074,0.3495155796993414,0.06171223381028605,1.6689300537109375e-05,0.0001201629638671875,3.0517578125e-05,0.26456193572872355,0.0457513980536742
449.8432668969444,0.12409601860501096,0.21268806180446695,0.058519628831271035,0.038327183087725314,3.3855438232421875e-05,0.00017380714416503906,4.76837158203125e-05,-0.06866969235376558,0.019922350845690412
686.6488450042998,0.09704534706707219,0.24252381624560235,0.04654540406394226,0.05586878289041446,2.288818359375e-05,0.0002353191375732422,5.4836273193359375e-05,-0.09572036389170435,0.04975810528682581
1048.1131341546863,0.17712704156377437,0.1658068245820225,0.10883918864869754,0.021979568056505593,2.9087066650390625e-05,0.0003249645233154297,6.842613220214844e-05,-0.015638669395002164,-0.026958886376754032
1599.858719606059,0.12422755308579725,0.16680236923900726,0.037130501519431855,0.014816403754922434,4.4345855712890625e-05,0.0004639625549316406,0.00012826919555664062,-0.06853815787297929,-0.025963341719769273
2442.053094548652,0.12540430976050182,0.20683396550941585,0.03528965191266922,0.01673270464883485,6.198883056640625e-05,0.0006611347198486328,0.00019288063049316406,-0.06736140119827472,0.014068254550639314
3727.593720314942,0.29492527637448335,0.17044799077059158,0.13810712191231123,0.01124237096974934,8.58306884765625e-05,0.0009789466857910156,0.0002503395080566406,0.10215956541570681,-0.022317720188184953
5689.866029018299,0.11970621541638529,0.21697986522858242,0.01879250782849856,0.01682428444394735,0.00012755393981933594,0.0014448165893554688,0.00034689903259277344,-0.07305949554239125,0.024214154269805888
8685.11373751353,0.31854537871806843,0.17965295006079737,0.15267060310797217,0.009244506084114671,0.0001456737518310547,0.0021753311157226562,0.00047969818115234375,0.1257796677592919,-0.013112760897979164
13257.113655901108,0.16250163905117182,0.18577571442443683,0.0544057414749232,0.00782168416449109,0.0002002716064453125,0.003669261932373047,0.0012478828430175781,-0.030264071907604717,-0.00698999653433971
20235.896477251554,0.12432201883520737,0.19690224516621632,0.018680185064861275,0.007829690131628705,0.0006556510925292969,0.005406379699707031,0.0012085437774658203,-0.06844369212356917,0.004136534207439785
30888.43596477485,0.23368231519093513,0.18913721071154885,0.04663188231106206,0.005369644505923005,0.0004928112030029297,0.008018732070922852,0.0019614696502685547,0.04091660423215859,-0.0036285002472276895
47148.663634573895,0.14893177582676448,0.19462722559559542,0.016299190815260264,0.004505693874015804,0.0010821819305419922,0.011690855026245117,0.002339601516723633,-0.04383393513201206,0.001861514636818884
71968.56730011529,0.2280822299851538,0.20235149611679248,0.03208157076480118,0.01165541981201321,0.0012216567993164062,0.01859283447265625,0.003593921661376953,0.03531651902637725,0.009585785158015947
109854.11419875595,0.15718398156038027,0.19857751687467895,0.013045943239587238,0.0035469374264841948,0.0017743110656738281,0.027736663818359375,0.005277872085571289,-0.03558172939839627,0.005811805915902413
167683.293681101,0.17429818892344442,0.19292742672436758,0.012638244215140768,0.0026614277216825775,0.0020036697387695312,0.041916847229003906,0.007905960083007812,-0.018467522035332112,0.00016171576559104173
255954.79226995385,0.19176450667122613,0.19399398738363688,0.014080034212034432,0.0022967358714959195,0.0030069351196289062,0.06455516815185547,0.011968135833740234,-0.0010012042875504057,0.0012282764248603417
390693.9937054621,0.1848333053791011,0.19107341252543503,0.01424373581505216,0.0015853316076600646,0.004461526870727539,0.09684896469116211,0.01816868782043457,-0.00793240557967545,-0.0016922984333415103
596362.3316594649,0.20597335113309986,0.19352947945549537,0.016810936396261827,0.0012769439911058523,0.006714820861816406,0.14633703231811523,0.02774834632873535,0.013207640174323326,0.0007637684967188307
910298.1779915227,0.2131103233659664,0.19172487145535852,0.016066110852935092,0.0010286676351652796,0.01010584831237793,0.22313165664672852,0.04212808609008789,0.02034461240718985,-0.0010408395034180173
1389495.4943731388,0.1779678553162214,0.1924429599674746,0.006216124075559447,0.0008256367264589328,0.016933202743530273,0.337460994720459,0.06427645683288574,-0.014797855642555147,-0.00032275099130193996
