N,result_brute_pl,result_importance,std_brute_pl,std_importance,time_brute_pl,time_importance,time_importance_pl,error_brute_pl,error_importance
23.357214690901223,0.02509064646784045,0.029916927684472776,0.019032282860504457,0.012721951090251272,0.00030422210693359375,1.1920928955078125e-05,1.621246337890625e-05,-0.16767506449093608,-0.16284878327430377
54.5559478116852,0.025037883165172473,0.10143209208530266,0.019250330749138723,0.026761877937559294,1.0251998901367188e-05,4.5299530029296875e-05,0.00010180473327636719,-0.16772782779360407,-0.09133361887347388
127.42749857031335,0.10383511058786213,0.2009184633620699,0.0866570932298323,0.06859893686824083,8.893013000488281e-05,5.507469177246094e-05,4.2438507080078125e-05,-0.08893060037091441,0.008152752403293356
297.63514416313194,0.044215819696378875,0.2308991619851827,0.014269328721721763,0.04452637122060995,1.621246337890625e-05,0.0001251697540283203,4.9114227294921875e-05,-0.14854989126239765,0.03813345102640617
695.1927961775606,0.18697468248125254,0.1456039767296425,0.11213423314093526,0.017131108297443888,2.7894973754882812e-05,0.00019812583923339844,0.00012350082397460938,-0.005791028477523996,-0.04716173422913403
1623.776739188721,0.08460198840838891,0.20296331814443697,0.022506598749997636,0.019281079059902673,4.291534423828125e-05,0.0004930496215820312,0.00016236305236816406,-0.10816372255038763,0.010197607185660429
3792.69019073225,0.12230923811003229,0.18505649652692077,0.03685238041126936,0.017693873894724366,6.389617919921875e-05,0.0010046958923339844,0.0002758502960205078,-0.07045647284874425,-0.007709214431855765
8858.667904100823,0.15311249254092743,0.18354622115878994,0.0424205271327918,0.008285688044994315,0.00012254714965820312,0.0022330284118652344,0.0005011558532714844,-0.039653218417849107,-0.009219489799986602
20691.3808111479,0.15260457905643593,0.1976763935235036,0.022917210652042563,0.006805295223588685,0.0002970695495605469,0.005425453186035156,0.0018341541290283203,-0.04016113190234061,0.00491068256472707
48329.30238571752,0.16869520254373854,0.18913712452918963,0.017580236747888573,0.003961181902288263,0.0011038780212402344,0.012351751327514648,0.0027811527252197266,-0.024070508415037994,-0.003628586429586911
112883.78916846884,0.17158218132689657,0.1926182348577838,0.021754850279876545,0.0029371051463478706,0.002411365509033203,0.028383970260620117,0.0060007572174072266,-0.02118352963187997,-0.00014747610099274944
263665.08987303555,0.1808132678005083,0.19256374434486528,0.012215788016551501,0.0019269635268057605,0.0030760765075683594,0.06470799446105957,0.012389659881591797,-0.011952443158268239,-0.00020196661391125303
615848.2110660254,0.18577013454302851,0.1903137379308964,0.008443854509951644,0.0013787062079786293,0.006872415542602539,0.1503593921661377,0.028805255889892578,-0.006995576415748023,-0.002451973027880139
1438449.888287663,0.2046588421844854,0.1932845290647529,0.008787945940488914,0.000846650755747808,0.015956640243530273,0.34740614891052246,0.06717348098754883,0.01189313122570887,0.0005188181059763708
3359818.286283781,0.19751853671790895,0.1929266009367638,0.005953089761378468,0.000577886983439267,0.04193401336669922,0.8102254867553711,0.15610742568969727,0.004752825759132412,0.0001608899779872719
7847599.703514607,0.1972847380941025,0.19243745408158755,0.0039898581024496995,0.0003558316038219463,0.09506607055664062,1.89616060256958,0.41689538955688477,0.004519027135325954,-0.0003282568771889871
18329807.108324338,0.19379263807754438,0.19318479729242252,0.0023018228594362633,0.000241035121878937,0.25940465927124023,4.471392869949341,1.1041665077209473,0.0010269271187678397,0.0004190863336459849
42813323.98719387,0.19218168026808774,0.19287483014075948,0.0014683629351107234,0.00016205386080236423,0.6330380439758301,10.419511795043945,2.65497088432312,-0.0005840306906887971,0.00010911918198294734
100000000.0,0.19186461571255511,0.1928896481269364,0.000938091197030396,0.00010629789504982716,1.4491517543792725,24.2671000957489,6.37861704826355,-0.0009010952462214228,0.00012393716815986555
