N,result_brute,result_importance,std_brute,std_importance,error_brute,error_importance,time_brute,time_importance,time_importance_parallel
10,0.006754638325235622,0.2063401025120649,0.0034709824767415057,0.12161243633271265,0.1860110726335409,-0.01357439155328835,1.295820713043213,0.27505970001220703,0.8496639728546143
100,0.030258292243329432,0.2526144782673914,0.015427998338783215,0.09286795603399342,0.1625074187154471,-0.05984876730861488,9.393692016601562e-05,5.626678466796875e-05,0.00016164779663085938
1000,0.690937599890781,0.13336242227738346,0.5692481131467986,0.014657932552150312,-0.4981718889320044,0.05940328868139308,3.695487976074219e-05,0.0003657341003417969,0.00016617774963378906
10000,0.1123523192336038,0.18440748034230992,0.02133541687398528,0.009492369332848824,0.08041339172517274,0.008358230616466622,0.00016641616821289062,0.003105640411376953,0.0006129741668701172
100000,0.17038435765209797,0.1888318469586835,0.021063344882746637,0.0027211326711903253,0.022381353306678564,0.003933864000093046,0.0014314651489257812,0.031482696533203125,0.005976676940917969
1000000,0.21545734247247159,0.19401932268984368,0.013216990522025743,0.0011012122838644604,-0.02269163151369505,-0.001253611731067139,0.015021324157714844,0.305436372756958,0.05844449996948242
10000000,0.19332375630586052,0.1927591644883951,0.0031822991030546577,0.0003202259078896787,-0.0005580453470839797,6.5464703814244185e-06,0.1389915943145752,3.0673696994781494,0.6174750328063965
100000000,0.19336886388807553,0.19273669544608157,0.0010771506610024685,0.00010395769279502294,-0.0006031529292989946,2.9015512694963164e-05,1.4573876857757568,34.228623390197754,6.821393251419067
