N,std_brute,std_importance,error_brute,error_importance,time_brute,time_importance,time_importance_parallel
10,0.06941254318763444,0.06411398888632212,0.11902896098685398,0.0901343957927989,1.739600419998169,0.3676440715789795,1.1431498527526855
100,0.03174354668663841,0.05859229655775385,0.11437424986078443,0.028635616813833392,0.00017023086547851562,6.198883056640625e-05,4.1961669921875e-05
1000,0.01710473830086902,0.028591320235540355,0.14511001205223764,-0.036834830605588426,5.030632019042969e-05,0.00048732757568359375,0.00017714500427246094
10000,0.03281042267209348,0.010040228988649393,0.037227026167485494,-0.0037238950971347218,0.00025177001953125,0.00416874885559082,0.0008809566497802734
100000,0.014283684074739738,0.0032000264336673086,0.03487524849158627,0.0002729298360231447,0.0019659996032714844,0.04166150093078613,0.00795435905456543
1000000,0.006002790377120655,0.0009906386604208138,0.013436396291295533,-0.001362618036947233,0.019174575805664062,0.41051268577575684,0.07876753807067871
10000000,0.0028650969090523643,0.0003314533010744991,0.00391595027431324,-7.809035114206275e-05,0.18684077262878418,4.1007983684539795,0.7873885631561279
