0,1.3887943864964021e-11,1.8007041804257543e-10,2.032802578425745e-09,1.9980044111299833e-08,1.7098030687941603e-07,1.273925853571883e-06,8.26400593449372e-06,4.667512600219942e-05,0.00022952436120824522,0.000982698935110698,0.003663199685231906,0.011889103578807953,0.033595881277480345,0.08265542718143497,0.17705374665950163,0.3302077619371577,0.5361889303292543,0.7580481975148239,0.9330914390145757,1.0,0.9330914390145759,0.7580481975148248,0.5361889303292543,0.3302077619371577,0.17705374665950185,0.08265542718143526,0.033595881277480484,0.011889103578807953,0.003663199685231916,0.0009826989351107034,0.00022952436120824522,4.667512600219942e-05,8.264005934493735e-06,1.2739258535718968e-06,1.7098030687941723e-07,1.9980044111299833e-08,2.0328025784257597e-09,1.8007041804257734e-10,1.3887943864964021e-11
0.0,1.3887943864964021e-11,0.008901003187283282,0.01780174271819742,0.02670196431890975,0.035601481229641185,0.044500571138872166,0.05340233534452899,0.06232458625732405,0.07135008344271662,0.08080234648603413,0.09174510884539877,0.10709205868684946,0.1333755470926916,0.182188370998643,0.2685965424875799,0.4033146268122674,0.5792456250019851,0.7610013340985115,0.8905717079561412,0.9136082938772477,0.8116416756645118,0.6152388596081403,0.3864958336852507,0.18496954035733895,0.04261291996087728,-0.039056171002274785,-0.0759570212729023,-0.08679022003783327,-0.08519024634352587,-0.07864076512489417,-0.0704291010139609,-0.06174387003941268,-0.05294432994904754,-0.04412203325109869,-0.03529665774566989,-0.026471646661518584,-0.017647331910687417,-0.00882353416194633,1.3887943864964021e-11
1.0,1.3887943864964021e-11,0.007829353662879469,0.015213399128121542,0.0221519044545348,0.028644712808715805,0.034692162955325144,0.040297463395758314,0.04547878903581569,0.050320191988887375,0.05514982235641211,0.06104590992322378,0.07096160824902367,0.09152139149537292,0.13450226733395335,0.21528440168812402,0.345037108327012,0.5172148697548653,0.6969711932397435,0.8266815800576274,0.8520918082042258,0.754472070818331,0.5638265846133248,0.3415469598665889,0.14654479784313204,0.010330990518259503,-0.06578344533819304,-0.097751849258364,-0.1042284015471785,-0.09878927732673526,-0.08887703590918539,-0.07775749028459863,-0.06661019561121816,-0.05579124919354966,-0.045391223113029275,-0.035429517186525386,-0.02590946395818409,-0.016831347382335292,-0.008194949727584661,1.3887943864964021e-11
2.0,1.3887943864964021e-11,0.015387941033170803,0.03039591041297448,0.045046550030207244,0.05936255794361707,0.07336708631281208,0.08708598109931792,0.10055925600846106,0.11388925697624326,0.12740877435114886,0.14215557821371708,0.16091659795234406,0.18985789846332465,0.23974594398795,0.3241413894763254,0.4515896994926807,0.6127090797993194,0.7708613300530329,0.869098080960455,0.8569295273908512,0.7215694033835718,0.49898601334317527,0.25439165502486677,0.04745201370970554,-0.09203187473938872,-0.16551458827138577,-0.19152186758597275,-0.19049554497976443,-0.17700564883082162,-0.1589459027601809,-0.1397460348562789,-0.12062590857948044,-0.10193768069405261,-0.08375461655110102,-0.06607538932808255,-0.04888185401142257,-0.032152684869182865,-0.015866033482738833,1.3887943864964021e-11
3.0,1.3887943864964021e-11,0.014297727725310972,0.02739025131804019,0.039295766498704025,0.0500314239441491,0.059613703761413644,0.06806075717104225,0.07540402272302385,0.08173729577836528,0.08738754691363666,0.09339761218444928,0.10258957899727877,0.12123309016304283,0.16032694476370613,0.2338649900387979,0.3510774967478178,0.5035008868871294,0.6555210303621035,0.7510855339354764,0.7401981554423065,0.6099690504509392,0.3956627660289354,0.1614018085668051,-0.03429335414117997,-0.1625395530104507,-0.22536223232899122,-0.241551610460526,-0.23162462855447277,-0.21014485817474624,-0.18498072528582457,-0.1595407635775191,-0.13503106405622414,-0.1117949095624645,-0.08989946652604609,-0.06933889205440681,-0.05009179536134343,-0.03213469750958293,-0.015444717142233905,1.3887943864964021e-11
4.0,1.3887943864964021e-11,0.01954604025827175,0.038027259461607885,0.05552601336780641,0.07212383706738101,0.0879018837464703,0.10294314766190676,0.11734355819436705,0.13125826425430817,0.1450623483759417,0.15980164934791874,0.1781745503894264,0.20603130038419917,0.2533908430884412,0.3324415200462959,0.4497758830014096,0.5940400788469876,0.7277257904141815,0.7953062124603455,0.7503643141785568,0.5857587693254419,0.34254344363454287,0.08853152794865465,-0.11707648945582122,-0.24712985769371335,-0.3064049026247065,-0.31622872296880594,-0.2988618526265653,-0.269816014086776,-0.23736584879867653,-0.2050400863576486,-0.1740422489825742,-0.1446694263962188,-0.1169295758748517,-0.09075453739592433,-0.06606002940686345,-0.04275971748435496,-0.020767913603676923,1.3887943864964021e-11
5.0,1.3887943864964021e-11,0.018519278947745865,0.03488267026079384,0.04915955633403661,0.06141416423913377,0.07170600268838294,0.08009212215895199,0.08663841913974125,0.09146683235697768,0.09491926322873323,0.09801790707486341,0.10347065858737806,0.11721919391235618,0.14953767807020854,0.21314007594110876,0.3155073231574519,0.4465454667446064,0.5702316307059114,0.6324304773459951,0.5876114939620681,0.4286894457460232,0.19588575499952735,-0.04444195183207172,-0.23471335085862172,-0.3491442744950702,-0.39341845434247813,-0.3893318828411163,-0.3593175148369817,-0.31891069534611893,-0.27635690226739296,-0.23514669509667727,-0.1964498307795764,-0.16053579134146115,-0.1273902729596008,-0.0969275051739586,-0.06904994889700214,-0.04366226795208248,-0.020674004886766035,1.3887943864964021e-11
6.0,1.3887943864964021e-11,0.02057221022887146,0.03920753017383238,0.05609436606614328,0.07141697737032707,0.085356127805001,0.09809153605072811,0.10981274875167862,0.12076387701390355,0.1313973239128029,0.14280219895633509,0.15762684721391218,0.18145530304338356,0.22363483355075459,0.29510747180741637,0.40071451475148395,0.5274162578626922,0.6371713737074972,0.676174084447607,0.6022199497474341,0.41369571194694976,0.15635481611735097,-0.0999543595694151,-0.297094671883379,-0.4110627455649283,-0.4502848733768905,-0.4390510508397243,-0.40147905988601423,-0.3539885933060822,-0.3051678096395115,-0.25856549303842813,-0.21528877028826024,-0.17550230336823308,-0.13907528920327974,-0.10580326955288458,-0.07547028183251611,-0.04786310539633373,-0.02277383190658006,1.3887943864964021e-11
7.0,1.3887943864964021e-11,0.019779480436313904,0.03642288685574294,0.05009173166731167,0.060933067695198746,0.06908008534695204,0.07465452915817322,0.07777772780746747,0.0786162465667024,0.0775391593762719,0.07555734246346715,0.07527388408432215,0.0823198998027553,0.106285652121822,0.15869403386968445,0.24544025917850798,0.35504968264539444,0.4513956904526077,0.4825354576316035,0.407531165417362,0.22498579035028032,-0.020294613874738805,-0.26025776003934653,-0.438828375758841,-0.5337807849997528,-0.5547467091687972,-0.5266521544224078,-0.4738499610843961,-0.4127818598107695,-0.35197457725570364,-0.2948964427635922,-0.24257863633409596,-0.19512022212782687,-0.15233567315347138,-0.11397634151560758,-0.07979235144755259,-0.04954673525110281,-0.023017950654548897,1.3887943864964021e-11
8.0,1.3887943864964021e-11,0.018085078515375223,0.03332269347525867,0.04605401636766775,0.05660835693051907,0.06530452446195895,0.07245390816324916,0.07837165063387971,0.08342025910959372,0.08815714489019041,0.09374192374581349,0.102803101689398,0.12069901506691988,0.15617070292075463,0.21902613696044018,0.3125371049664216,0.4222338741852008,0.5098351256468308,0.5234968207728058,0.4252982799876137,0.2189683720943929,-0.04548255168102566,-0.2967706709218657,-0.4784265838042452,-0.570072185458178,-0.5840738828137061,-0.5477978473807451,-0.48720606121591925,-0.4195425575657126,-0.35359561979558557,-0.29281428455206404,-0.23809343979601633,-0.18935725598902278,-0.1462365972253164,-0.10829952945793855,-0.07511507527609229,-0.04626717210810272,-0.02135653115206374,1.3887943864964021e-11
