n,iterations,jacobi,armadillo
129,24916,2.013721000,0.005528000000
129,24916,2.016390000,0.005506000000
129,24916,2.013566000,0.005516000000
130,25516,2.089288000,0.005650000000
130,25516,2.088139000,0.005651000000
130,25516,2.094362000,0.005627000000
131,25853,2.147797000,0.005778000000
131,25853,2.148259000,0.005740000000
131,25853,2.149547000,0.005739000000
132,26139,2.191435000,0.005853000000
132,26139,2.193237000,0.005863000000
132,26139,2.189951000,0.005844000000
133,26595,2.273571000,0.006093000000
133,26595,2.275189000,0.005956000000
133,26595,2.269845000,0.005944000000
134,26911,2.325224000,0.006079000000
134,26911,2.327982000,0.006073000000
134,26911,2.321298000,0.006070000000
135,27258,2.384205000,0.006208000000
135,27258,2.387202000,0.006213000000
135,27258,2.387843000,0.006198000000
136,27597,2.433057000,0.006300000000
136,27597,2.435392000,0.006356000000
136,27597,2.433716000,0.006301000000
137,28157,2.536488000,0.006481000000
137,28157,2.542460000,0.006468000000
137,28157,2.535996000,0.006471000000
138,28504,2.592447000,0.006659000000
138,28504,2.592510000,0.006668000000
138,28504,2.596385000,0.006637000000
139,29105,2.690143000,0.006784000000
139,29105,2.714383000,0.006757000000
139,29105,2.693945000,0.006758000000
140,29397,2.743772000,0.007233000000
140,29397,2.743516000,0.006970000000
140,29397,2.743028000,0.006961000000
141,29907,2.842465000,0.007029000000
141,29907,2.862019000,0.007035000000
141,29907,2.840681000,0.007015000000
142,30252,2.904078000,0.007899000000
142,30252,2.944711000,0.007128000000
142,30252,2.906129000,0.007117000000
143,30771,2.995144000,0.007243000000
143,30771,2.992854000,0.007239000000
143,30771,2.998431000,0.007279000000
144,31107,3.050128000,0.007526000000
144,31107,3.054248000,0.007356000000
144,31107,3.050855000,0.007336000000
145,31622,3.156105000,0.007500000000
145,31622,3.156061000,0.007495000000
145,31622,3.164684000,0.007496000000
146,32055,3.243794000,0.007640000000
146,32055,3.246452000,0.007624000000
146,32055,3.244066000,0.007624000000
147,32477,3.338932000,0.007792000000
147,32477,3.329222000,0.007766000000
147,32477,3.327031000,0.007793000000
148,32885,3.411365000,0.007914000000
148,32885,3.406525000,0.007909000000
148,32885,3.416263000,0.007901000000
149,33314,3.511929000,0.008143000000
149,33314,3.505480000,0.008177000000
149,33314,3.498029000,0.008136000000
150,33865,3.593827000,0.008390000000
150,33865,3.591407000,0.008378000000
150,33865,3.594407000,0.008434000000
151,34408,3.701262000,0.008551000000
151,34408,3.700394000,0.008523000000
151,34408,3.702951000,0.008532000000
152,34708,3.767763000,0.008655000000
152,34708,3.765900000,0.008649000000
152,34708,3.772319000,0.008659000000
153,35256,3.889750000,0.008829000000
153,35256,3.895877000,0.008841000000
153,35256,3.889037000,0.008824000000
154,35716,3.975471000,0.009157000000
154,35716,3.976132000,0.009087000000
154,35716,3.993981000,0.009005000000
155,36099,4.073151000,0.009169000000
155,36099,4.077327000,0.009140000000
155,36099,4.086464000,0.009159000000
156,36499,4.159820000,0.009365000000
156,36499,4.150738000,0.009399000000
156,36499,4.150561000,0.009360000000
157,37324,4.314030000,0.009595000000
157,37324,4.311060000,0.009506000000
157,37324,4.316393000,0.009522000000
158,37237,4.367687000,0.009730000000
158,37237,4.354084000,0.009709000000
158,37237,4.352916000,0.009761000000
159,38093,4.505522000,0.009896000000
159,38093,4.525846000,0.009877000000
159,38093,4.536672000,0.009871000000
160,38592,4.688559000,0.01013500000
160,38592,4.676035000,0.01011600000
160,38592,4.678928000,0.01014100000
161,38956,5.195568000,0.01030700000
161,38956,4.859164000,0.01039600000
161,38956,4.910325000,0.01117700000
162,39455,4.967813000,0.01052100000
162,39455,5.133504000,0.01064900000
162,39455,6.006211000,0.01093900000
163,40078,5.093365000,0.01077100000
163,40078,5.038666000,0.01064000000
163,40078,5.031902000,0.01059200000
164,40510,5.249228000,0.01137100000
164,40510,5.410335000,0.01070900000
164,40510,5.221334000,0.01074600000
165,40789,5.615797000,0.01110900000
165,40789,5.327908000,0.01097000000
165,40789,5.304027000,0.01098700000
166,41519,5.762313000,0.01115400000
166,41519,5.453480000,0.01133500000
166,41519,5.727863000,0.01122900000
167,41852,5.657736000,0.01139200000
167,41852,5.698703000,0.01148500000
167,41852,5.869480000,0.01151300000
168,42289,5.747169000,0.01154500000
168,42289,5.759444000,0.01151900000
168,42289,5.982575000,0.01173900000
169,43306,6.509375000,0.01220700000
169,43306,6.256099000,0.01382800000
169,43306,6.347629000,0.01363000000
170,43738,6.271191000,0.01196200000
170,43738,6.421806000,0.01220200000
170,43738,6.312542000,0.01247200000
171,44086,6.698114000,0.01220100000
171,44086,6.715155000,0.01217200000
171,44086,6.248939000,0.01216100000
172,44499,6.567467000,0.01302000000
172,44499,6.557961000,0.01222300000
172,44499,6.587294000,0.01222400000
173,45256,6.860933000,0.01670400000
173,45256,6.932946000,0.01245600000
173,45256,6.553946000,0.01250600000
174,45403,6.674731000,0.01650800000
174,45403,6.929342000,0.01839600000
174,45403,6.901551000,0.01268200000
175,46209,6.911740000,0.01306700000
175,46209,7.074569000,0.01314300000
175,46209,7.000330000,0.01298000000
176,47030,6.943320000,0.01312300000
176,47030,6.987280000,0.01306600000
176,47030,6.938494000,0.01318300000
177,47398,7.170610000,0.01328800000
177,47398,7.003450000,0.01376200000
177,47398,7.011395000,0.01338400000
178,47823,7.132762000,0.01352200000
178,47823,7.135126000,0.01345400000
178,47823,7.140396000,0.01352700000
179,48387,7.325694000,0.01367600000
179,48387,7.335821000,0.01365500000
179,48387,7.323851000,0.01370500000
180,48809,7.409696000,0.01410900000
180,48809,7.415727000,0.01389000000
180,48809,7.408029000,0.01384500000
181,49573,7.654283000,0.01399600000
181,49573,7.645871000,0.01391600000
181,49573,7.663314000,0.01413000000
182,50148,7.797328000,0.01402000000
182,50148,7.818820000,0.01417500000
182,50148,7.810136000,0.01420700000
183,50720,8.000366000,0.01436200000
183,50720,8.016135000,0.01434800000
183,50720,7.989406000,0.01434700000
184,50818,7.982402000,0.01462500000
184,50818,8.042865000,0.01439800000
184,50818,8.012261000,0.01435900000
185,51713,8.318823000,0.01466800000
185,51713,8.349179000,0.01494600000
185,51713,8.372281000,0.01477100000
186,52031,8.496400000,0.01527600000
186,52031,8.439011000,0.01486500000
186,52031,8.428249000,0.01542700000
187,52632,8.621345000,0.01510700000
187,52632,8.665820000,0.01515400000
187,52632,8.644440000,0.01575600000
188,53389,8.817490000,0.01560700000
188,53389,8.793975000,0.01539100000
188,53389,8.808936000,0.01532400000
189,54016,9.054283000,0.01593200000
189,54016,9.079484000,0.01568600000
189,54016,9.041952000,0.01564400000
190,54336,9.183851000,0.01605200000
190,54336,9.191947000,0.01615200000
190,54336,9.174273000,0.01602300000
191,55148,9.403553000,0.01628800000
191,55148,9.430118000,0.01625800000
191,55148,9.445248000,0.01636000000
192,55394,10.01709900,0.01659900000
192,55394,10.02723900,0.01659900000
192,55394,10.07800800,0.01663700000
193,56437,9.939124000,0.01679700000
193,56437,9.860082000,0.01676900000
193,56437,9.876347000,0.01677500000
194,57125,10.11226300,0.01718900000
194,57125,10.08918200,0.01699600000
194,57125,10.08824000,0.01701000000
195,57115,10.25718000,0.01723600000
195,57115,10.26443100,0.01725700000
195,57115,10.25100200,0.01722500000
196,57819,10.37648300,0.02093400000
196,57819,10.38230000,0.01751800000
196,57819,10.40402700,0.01746400000
197,58769,10.89575900,0.01777800000
197,58769,10.87471800,0.01773100000
197,58769,10.92169400,0.01772000000
198,59042,10.88368200,0.01803600000
198,59042,10.88848900,0.01800000000
198,59042,10.88595400,0.01803600000
199,59661,11.12339600,0.01827400000
199,59661,11.10431000,0.01823800000
199,59661,11.10302400,0.02020200000
200,60129,11.18805100,0.01997100000
200,60129,11.16460200,0.01947800000
200,60129,11.16307600,0.01848000000
