n,iterations,jacobi,armadillo
100,14932,0.7639760000,0.003263000000
100,14932,0.7625910000,0.003066000000
100,14932,0.7609470000,0.003055000000
101,15183,0.7947890000,0.003009000000
101,15183,0.7915300000,0.003018000000
101,15183,0.7897420000,0.002993000000
102,15527,0.8233150000,0.002991000000
102,15527,0.8218400000,0.002981000000
102,15527,0.8199480000,0.002983000000
103,15886,0.8551350000,0.003081000000
103,15886,0.8566420000,0.003106000000
103,15886,0.8557170000,0.003162000000
104,16192,0.8820450000,0.003261000000
104,16192,0.8870090000,0.003247000000
104,16192,0.8829920000,0.003153000000
105,16418,0.9333420000,0.003231000000
105,16418,0.9264070000,0.003204000000
105,16418,0.9262410000,0.003209000000
106,16875,0.9656310000,0.003302000000
106,16875,0.9612120000,0.005421000000
106,16875,0.9832780000,0.003347000000
107,17176,1.008640000,0.003375000000
107,17176,1.047612000,0.003536000000
107,17176,1.040447000,0.003805000000
108,17352,1.112305000,0.003504000000
108,17352,1.134935000,0.003483000000
108,17352,1.033466000,0.003442000000
109,17699,1.116854000,0.003647000000
109,17699,1.069399000,0.003662000000
109,17699,1.060343000,0.003541000000
110,18079,1.126426000,0.003610000000
110,18079,1.107406000,0.003595000000
110,18079,1.122880000,0.003613000000
111,18357,1.178520000,0.003783000000
111,18357,1.153826000,0.003815000000
111,18357,1.170174000,0.003688000000
112,18679,1.191260000,0.003897000000
112,18679,1.178129000,0.003942000000
112,18679,1.172426000,0.003761000000
113,19148,1.233215000,0.004080000000
113,19148,1.229827000,0.003900000000
113,19148,1.304737000,0.003968000000
114,19376,1.303445000,0.003993000000
114,19376,1.269539000,0.003955000000
114,19376,1.276252000,0.003984000000
115,19781,1.347390000,0.004081000000
115,19781,1.325949000,0.004204000000
115,19781,1.315067000,0.004037000000
116,20135,1.384338000,0.004161000000
116,20135,1.388329000,0.004134000000
116,20135,1.336725000,0.004161000000
117,20475,1.389915000,0.004227000000
117,20475,1.389476000,0.004231000000
117,20475,1.389927000,0.004211000000
118,20877,1.441367000,0.004328000000
118,20877,1.443444000,0.004312000000
118,20877,1.446719000,0.004334000000
119,21301,1.491644000,0.004428000000
119,21301,1.489925000,0.004437000000
119,21301,1.488287000,0.004425000000
120,21529,1.522153000,0.004528000000
120,21529,1.518107000,0.004527000000
120,21529,1.522967000,0.004502000000
121,22013,1.587259000,0.004786000000
121,22013,1.587154000,0.004633000000
121,22013,1.601267000,0.004615000000
122,22210,1.638899000,0.004699000000
122,22210,1.637154000,0.004694000000
122,22210,1.624060000,0.004694000000
123,22700,1.685814000,0.004826000000
123,22700,1.681329000,0.004811000000
123,22700,1.684716000,0.004799000000
124,23113,1.733950000,0.004927000000
124,23113,1.795720000,0.004914000000
124,23113,1.732319000,0.004913000000
125,23366,1.784975000,0.005053000000
125,23366,1.784319000,0.005042000000
125,23366,1.784684000,0.005043000000
126,23815,1.891940000,0.005135000000
126,23815,1.837839000,0.005141000000
126,23815,1.834697000,0.005144000000
127,24124,1.889697000,0.005250000000
127,24124,1.892883000,0.005228000000
127,24124,1.890337000,0.005231000000
128,24587,2.050654000,0.005437000000
128,24587,2.055463000,0.005429000000
128,24587,2.055798000,0.005429000000
