n,iterations,jacobi,armadillo
5,28,0.01000000000,0.000000000
5,28,0.000000000,0.000000000
5,28,0.000000000,0.000000000
5,28,0.000000000,0.000000000
5,28,0.000000000,0.000000000
6,31,0.000000000,0.000000000
6,31,0.000000000,0.000000000
6,31,0.000000000,0.000000000
6,31,0.000000000,0.000000000
6,31,0.000000000,0.000000000
7,60,0.000000000,0.000000000
7,60,0.000000000,0.000000000
7,60,0.000000000,0.000000000
7,60,0.000000000,0.000000000
7,60,0.000000000,0.000000000
8,79,0.000000000,0.000000000
8,79,0.000000000,0.000000000
8,79,0.000000000,0.000000000
8,79,0.01000000000,0.000000000
8,79,0.000000000,0.000000000
9,103,0.000000000,0.000000000
9,103,0.000000000,0.000000000
9,103,0.000000000,0.000000000
9,103,0.000000000,0.000000000
9,103,0.000000000,0.000000000
10,127,0.000000000,0.000000000
10,127,0.000000000,0.000000000
10,127,0.000000000,0.000000000
10,127,0.000000000,0.000000000
10,127,0.000000000,0.000000000
11,174,0.01000000000,0.000000000
11,174,0.000000000,0.000000000
11,174,0.000000000,0.000000000
11,174,0.000000000,0.000000000
11,174,0.000000000,0.000000000
12,184,0.000000000,0.000000000
12,184,0.000000000,0.000000000
12,184,0.000000000,0.000000000
12,184,0.000000000,0.000000000
12,184,0.01000000000,0.000000000
13,227,0.000000000,0.000000000
13,227,0.000000000,0.000000000
13,227,0.000000000,0.000000000
13,227,0.000000000,0.000000000
13,227,0.000000000,0.000000000
14,263,0.000000000,0.000000000
14,263,0.000000000,0.000000000
14,263,0.000000000,0.000000000
14,263,0.01000000000,0.000000000
14,263,0.000000000,0.000000000
15,321,0.000000000,0.000000000
15,321,0.01000000000,0.000000000
15,321,0.000000000,0.000000000
15,321,0.000000000,0.000000000
15,321,0.000000000,0.000000000
16,347,0.01000000000,0.000000000
16,347,0.000000000,0.000000000
16,347,0.000000000,0.000000000
16,347,0.000000000,0.000000000
16,347,0.000000000,0.000000000
17,406,0.01000000000,0.000000000
17,406,0.000000000,0.000000000
17,406,0.000000000,0.000000000
17,406,0.000000000,0.000000000
17,406,0.01000000000,0.000000000
18,460,0.000000000,0.000000000
18,460,0.000000000,0.000000000
18,460,0.01000000000,0.000000000
18,460,0.000000000,0.000000000
18,460,0.000000000,0.01000000000
19,534,0.000000000,0.000000000
19,534,0.000000000,0.000000000
19,534,0.000000000,0.000000000
19,534,0.000000000,0.000000000
19,534,0.01000000000,0.000000000
20,565,0.000000000,0.000000000
20,565,0.01000000000,0.000000000
20,565,0.000000000,0.000000000
20,565,0.01000000000,0.000000000
20,565,0.01000000000,0.000000000
21,634,0.000000000,0.000000000
21,634,0.000000000,0.000000000
21,634,0.000000000,0.000000000
21,634,0.02000000000,0.000000000
21,634,0.000000000,0.000000000
22,689,0.000000000,0.000000000
22,689,0.01000000000,0.000000000
22,689,0.000000000,0.000000000
22,689,0.01000000000,0.000000000
22,689,0.000000000,0.000000000
23,766,0.01000000000,0.000000000
23,766,0.01000000000,0.000000000
23,766,0.000000000,0.000000000
23,766,0.000000000,0.000000000
23,766,0.01000000000,0.000000000
24,853,0.01000000000,0.000000000
24,853,0.01000000000,0.000000000
24,853,0.000000000,0.000000000
24,853,0.02000000000,0.000000000
24,853,0.000000000,0.000000000
25,920,0.000000000,0.000000000
25,920,0.01000000000,0.000000000
25,920,0.01000000000,0.000000000
25,920,0.02000000000,0.000000000
25,920,0.000000000,0.01000000000
26,981,0.000000000,0.000000000
26,981,0.01000000000,0.000000000
26,981,0.000000000,0.000000000
26,981,0.02000000000,0.000000000
26,981,0.01000000000,0.000000000
27,1067,0.01000000000,0.000000000
27,1067,0.01000000000,0.000000000
27,1067,0.02000000000,0.000000000
27,1067,0.000000000,0.000000000
27,1067,0.02000000000,0.000000000
28,1130,0.01000000000,0.000000000
28,1130,0.01000000000,0.000000000
28,1130,0.01000000000,0.000000000
28,1130,0.000000000,0.000000000
28,1130,0.02000000000,0.000000000
29,1244,0.01000000000,0.000000000
29,1244,0.01000000000,0.000000000
29,1244,0.01000000000,0.000000000
29,1244,0.01000000000,0.000000000
29,1244,0.01000000000,0.000000000
30,1333,0.01000000000,0.000000000
30,1333,0.01000000000,0.000000000
30,1333,0.01000000000,0.000000000
30,1333,0.01000000000,0.000000000
30,1333,0.02000000000,0.000000000
31,1419,0.01000000000,0.000000000
31,1419,0.02000000000,0.000000000
31,1419,0.01000000000,0.000000000
31,1419,0.01000000000,0.000000000
31,1419,0.01000000000,0.000000000
32,1514,0.03000000000,0.000000000
