n,iterations,jacobi,armadillo
3,8,7.000000000e-05,0.0001600000000
3,8,3.400000000e-05,1.300000000e-05
3,8,3.000000000e-05,3.000000000e-06
4,6,2.500000000e-05,7.000000000e-06
4,6,2.600000000e-05,3.000000000e-06
4,6,2.700000000e-05,3.000000000e-06
5,26,8.800000000e-05,2.200000000e-05
5,26,8.900000000e-05,1.100000000e-05
5,26,8.900000000e-05,8.000000000e-06
6,31,0.0001090000000,1.000000000e-05
6,31,0.0001110000000,9.000000000e-06
6,31,0.0001150000000,1.800000000e-05
7,58,0.0002200000000,2.200000000e-05
7,58,0.0002270000000,3.300000000e-05
7,58,0.0002110000000,1.500000000e-05
8,73,0.0002630000000,3.800000000e-05
8,73,0.0002610000000,1.600000000e-05
8,73,0.0002550000000,1.700000000e-05
9,100,0.0003620000000,2.000000000e-05
9,100,0.0003610000000,2.000000000e-05
9,100,0.0004130000000,3.600000000e-05
10,121,0.0005940000000,4.300000000e-05
10,121,0.0005370000000,4.800000000e-05
10,121,0.0005360000000,5.200000000e-05
11,166,0.0007220000000,5.600000000e-05
11,166,0.0007330000000,3.700000000e-05
11,166,0.0007580000000,5.300000000e-05
12,180,0.0008330000000,4.900000000e-05
12,180,0.0009950000000,6.500000000e-05
12,180,0.0008500000000,6.800000000e-05
13,223,0.001368000000,8.700000000e-05
13,223,0.001257000000,4.900000000e-05
13,223,0.001066000000,7.200000000e-05
14,257,0.001273000000,6.500000000e-05
14,257,0.001367000000,5.500000000e-05
14,257,0.001190000000,6.100000000e-05
15,313,0.001541000000,9.200000000e-05
15,313,0.001812000000,8.100000000e-05
15,313,0.001749000000,8.900000000e-05
16,333,0.002046000000,0.0001020000000
16,333,0.001623000000,6.600000000e-05
16,333,0.001610000000,6.500000000e-05
17,397,0.002009000000,0.0001000000000
17,397,0.002299000000,0.0001190000000
17,397,0.002148000000,0.0001030000000
18,446,0.002516000000,9.300000000e-05
18,446,0.002352000000,7.800000000e-05
18,446,0.002331000000,7.500000000e-05
19,518,0.002827000000,9.100000000e-05
19,518,0.002901000000,9.300000000e-05
19,518,0.002846000000,9.400000000e-05
20,552,0.003650000000,0.0001610000000
20,552,0.003566000000,0.0001360000000
20,552,0.003218000000,0.0001030000000
21,619,0.003723000000,0.0001320000000
21,619,0.003726000000,0.0001500000000
21,619,0.003722000000,0.0001220000000
22,676,0.004176000000,0.0001320000000
22,676,0.004278000000,0.0002190000000
22,676,0.004934000000,0.0001690000000
23,749,0.004967000000,0.0001510000000
23,749,0.004822000000,0.0001400000000
23,749,0.004861000000,0.0001410000000
24,835,0.005655000000,0.0001550000000
24,835,0.005685000000,0.0001600000000
24,835,0.006568000000,0.0001590000000
25,895,0.006335000000,0.0001770000000
25,895,0.006328000000,0.0001690000000
25,895,0.006281000000,0.0001630000000
26,952,0.007903000000,0.0003450000000
26,952,0.007206000000,0.0001450000000
26,952,0.007040000000,0.0001520000000
27,1042,0.007900000000,0.0001570000000
27,1042,0.008497000000,0.0001600000000
27,1042,0.008077000000,0.0001540000000
28,1101,0.008782000000,0.0001700000000
28,1101,0.008719000000,0.0001810000000
28,1101,0.009444000000,0.0001680000000
29,1203,0.009950000000,0.0001810000000
29,1203,0.009874000000,0.0001820000000
29,1203,0.01082500000,0.0001760000000
30,1278,0.01099700000,0.0002140000000
30,1278,0.01097900000,0.0002170000000
30,1278,0.01191900000,0.0001960000000
31,1378,0.01225900000,0.0002180000000
31,1378,0.01327600000,0.0001990000000
31,1378,0.01233100000,0.0001960000000
32,1476,0.01402500000,0.0004510000000
32,1476,0.01374800000,0.0002200000000
32,1476,0.01373000000,0.0002530000000
33,1562,0.01712100000,0.0002790000000
33,1562,0.01657300000,0.0003460000000
33,1562,0.01610100000,0.0002640000000
34,1660,0.01908600000,0.0002860000000
34,1660,0.01738000000,0.0002850000000
34,1660,0.01912200000,0.0002870000000
35,1786,0.02039700000,0.0003170000000
35,1786,0.01933500000,0.0003170000000
35,1786,0.02047600000,0.0003270000000
36,1873,0.02180200000,0.0003270000000
36,1873,0.02100600000,0.0003180000000
36,1873,0.02216200000,0.0003180000000
37,1998,0.02473900000,0.0003570000000
37,1998,0.02477400000,0.0003600000000
37,1998,0.02296300000,0.0006510000000
38,2058,0.02583200000,0.0003860000000
38,2058,0.02557700000,0.0003750000000
38,2058,0.02548500000,0.0004070000000
39,2269,0.02862300000,0.0003930000000
39,2269,0.02891900000,0.0003870000000
39,2269,0.02940200000,0.0004000000000
40,2331,0.03076900000,0.0004370000000
40,2331,0.03052700000,0.0004080000000
40,2331,0.03013300000,0.0004140000000
41,2431,0.03244200000,0.0004790000000
41,2431,0.03236800000,0.0004460000000
41,2431,0.03270600000,0.0004360000000
42,2584,0.03575100000,0.0004770000000
42,2584,0.03586800000,0.0004790000000
42,2584,0.03610900000,0.0004640000000
43,2730,0.03840100000,0.0004900000000
43,2730,0.03833000000,0.0004800000000
43,2730,0.03816200000,0.0004850000000
44,2836,0.04140100000,0.0005020000000
44,2836,0.04092600000,0.0005140000000
44,2836,0.04066500000,0.0004990000000
45,3016,0.04503400000,0.0005390000000
45,3016,0.04464400000,0.0005230000000
45,3016,0.04515000000,0.0005240000000
46,3081,0.04688100000,0.0005580000000
46,3081,0.04752100000,0.0005470000000
46,3081,0.04707300000,0.0005470000000
47,3245,0.05196900000,0.0005930000000
47,3245,0.05085200000,0.0005740000000
47,3245,0.05170400000,0.0005790000000
48,3345,0.05401200000,0.0006080000000
48,3345,0.05435300000,0.0005960000000
48,3345,0.05352000000,0.0005940000000
49,3529,0.05858600000,0.0006080000000
49,3529,0.05889700000,0.0006020000000
49,3529,0.05865900000,0.0006190000000
50,3678,0.06317200000,0.0006620000000
50,3678,0.06281500000,0.0006550000000
50,3678,0.06282000000,0.0006650000000
51,3843,0.06815400000,0.0006260000000
51,3843,0.06693500000,0.0006070000000
51,3843,0.06767400000,0.0006090000000
52,3927,0.07093900000,0.0006460000000
52,3927,0.07121700000,0.0006440000000
52,3927,0.07099400000,0.0006510000000
53,4119,0.07676400000,0.0006720000000
53,4119,0.07638600000,0.0006710000000
53,4119,0.07658300000,0.0006660000000
54,4321,0.08215900000,0.0007080000000
54,4321,0.08220800000,0.0007040000000
54,4321,0.08243500000,0.0007050000000
55,4485,0.08817500000,0.0007320000000
55,4485,0.08789300000,0.0007360000000
55,4485,0.08793100000,0.0007570000000
56,4579,0.09755400000,0.0007770000000
56,4579,0.09252500000,0.0007920000000
56,4579,0.09228800000,0.0007690000000
57,4757,0.09817000000,0.0007950000000
57,4757,0.09782700000,0.0007960000000
57,4757,0.09799700000,0.0007950000000
58,4964,0.1053300000,0.0008180000000
58,4964,0.1047740000,0.0008210000000
58,4964,0.1046010000,0.0008270000000
59,5129,0.1114830000,0.0008690000000
59,5129,0.1161650000,0.0008560000000
59,5129,0.1113490000,0.0008450000000
60,5300,0.1184150000,0.0008740000000
60,5300,0.1174250000,0.0008710000000
60,5300,0.1175620000,0.0008730000000
61,5514,0.1252630000,0.0009260000000
61,5514,0.1250350000,0.0009100000000
61,5514,0.1272820000,0.0009130000000
62,5626,0.1358780000,0.0009430000000
62,5626,0.1308450000,0.0009420000000
