n,iterations,jacobi,armadillo
62,5626,0.1310910000,0.0009410000000
63,5897,0.1417110000,0.001042000000
63,5897,0.1410920000,0.0009640000000
63,5897,0.1412060000,0.0009670000000
64,6019,0.1477260000,0.001082000000
64,6019,0.1487380000,0.001002000000
64,6019,0.1456760000,0.001013000000
65,6230,0.1541190000,0.001117000000
65,6230,0.1542560000,0.001067000000
65,6230,0.1549150000,0.001076000000
66,6395,0.1629660000,0.001151000000
66,6395,0.1628460000,0.001109000000
66,6395,0.1621610000,0.001101000000
67,6617,0.1727580000,0.001175000000
67,6617,0.1720930000,0.001137000000
67,6617,0.1719310000,0.001140000000
68,6836,0.1830010000,0.001243000000
68,6836,0.1821960000,0.001185000000
68,6836,0.1817620000,0.001177000000
69,7000,0.1908640000,0.001280000000
69,7000,0.1901810000,0.001239000000
69,7000,0.1911300000,0.001231000000
70,7217,0.2016280000,0.001362000000
70,7217,0.2011070000,0.001312000000
70,7217,0.2010690000,0.001309000000
71,7472,0.2127150000,0.001380000000
71,7472,0.2125930000,0.001315000000
71,7472,0.2135370000,0.001329000000
72,7680,0.2243550000,0.001419000000
72,7680,0.2236980000,0.001358000000
72,7680,0.2232130000,0.001357000000
73,7892,0.2366190000,0.001451000000
73,7892,0.2367110000,0.001406000000
73,7892,0.2368120000,0.001396000000
74,8160,0.2495230000,0.001494000000
74,8160,0.2489380000,0.001450000000
74,8160,0.2506820000,0.001455000000
75,8381,0.2625640000,0.001548000000
75,8381,0.2626030000,0.001510000000
75,8381,0.2621740000,0.001527000000
76,8599,0.2746660000,0.001583000000
76,8599,0.2747110000,0.001546000000
76,8599,0.2734660000,0.001626000000
77,8800,0.2889900000,0.001646000000
77,8800,0.2881020000,0.001604000000
77,8800,0.2880790000,0.001603000000
78,8958,0.2989320000,0.001694000000
78,8958,0.2990970000,0.001647000000
78,8958,0.2981090000,0.001641000000
79,9248,0.3156570000,0.001757000000
79,9248,0.3158850000,0.001807000000
79,9248,0.3154730000,0.001722000000
80,9475,0.3277840000,0.001824000000
80,9475,0.3293800000,0.001789000000
80,9475,0.3283680000,0.001791000000
81,9741,0.3467560000,0.001874000000
81,9741,0.3517690000,0.001834000000
81,9741,0.3471290000,0.001843000000
82,10013,0.3639680000,0.001884000000
82,10013,0.3680440000,0.001874000000
82,10013,0.3630480000,0.001863000000
83,10216,0.3836720000,0.001955000000
83,10216,0.3791540000,0.001941000000
83,10216,0.3796560000,0.001929000000
84,10508,0.4004900000,0.002068000000
84,10508,0.3956130000,0.002019000000
84,10508,0.4003650000,0.002047000000
85,10814,0.4177160000,0.002091000000
85,10814,0.4168390000,0.002066000000
85,10814,0.4218310000,0.002066000000
86,11040,0.4337670000,0.002113000000
86,11040,0.4380490000,0.002141000000
86,11040,0.4338740000,0.002090000000
87,11262,0.4565070000,0.002228000000
87,11262,0.4528080000,0.002173000000
87,11262,0.4517280000,0.002110000000
88,11611,0.4763990000,0.002219000000
88,11611,0.4733930000,0.002197000000
88,11611,0.4779040000,0.002198000000
89,11812,0.4963510000,0.002262000000
89,11812,0.5036980000,0.002244000000
89,11812,0.4964290000,0.002243000000
90,11952,0.5112830000,0.002274000000
90,11952,0.5194420000,0.002285000000
90,11952,0.5121110000,0.002270000000
91,12374,0.5472130000,0.002366000000
91,12374,0.5413180000,0.002337000000
91,12374,0.5415170000,0.002327000000
92,12479,0.5595990000,0.002372000000
92,12479,0.5486870000,0.002348000000
92,12479,0.5535040000,0.002356000000
93,12879,0.5801280000,0.002433000000
93,12879,0.5791020000,0.002425000000
93,12879,0.5801120000,0.002426000000
94,13061,0.5985270000,0.002536000000
94,13061,0.5975290000,0.002516000000
94,13061,0.5977780000,0.002515000000
95,13437,0.6272100000,0.002595000000
95,13437,0.6281160000,0.002593000000
95,13437,0.6271960000,0.002593000000
96,13814,0.6546410000,0.002742000000
96,13814,0.6606310000,0.002672000000
96,13814,0.6597730000,0.002663000000
97,13909,0.6727690000,0.002769000000
97,13909,0.6769430000,0.002757000000
97,13909,0.6777050000,0.002755000000
98,14284,0.7040490000,0.002848000000
98,14284,0.7073960000,0.002836000000
98,14284,0.7030100000,0.002831000000
99,14645,0.7336680000,0.002938000000
99,14645,0.7340920000,0.002900000000
99,14645,0.7586410000,0.002886000000
100,14932,0.8072480000,0.003004000000
100,14932,1.009501000,0.005235000000
100,14932,1.249176000,0.006775000000
