T,spins,cycles,ordered,delay,E,M,Mabs,cv,suscept,accepted
1.0,4,10.0,0,12,0.0,0.0,0.0,0.0,0.0,12
1.0,4,11.231045018329521,0,12,0.0,0.0,0.0,0.0,0.0,2
1.0,4,12.613637220374436,0,12,0.0,0.0,0.0,0.0,0.0,20
1.0,4,14.166432746690207,0,12,-0.2823576034647498,-0.1411788017323749,0.1411788017323749,1.939957562780571,0.48498939069514274,2
1.0,4,15.910384392721525,0,12,-0.377112196154406,0.188556098077203,0.188556098077203,2.4480431352816514,0.6120107838204129,5
1.0,4,17.869024337358287,0,12,-0.5596276445319552,0.2798138222659776,0.2798138222659776,3.224288754158104,0.806072188539526,1
1.0,4,20.068781676649674,0,12,-0.7972581623435685,-0.39862908117178425,0.39862908117178425,3.835582989054773,0.9588957472636932,3
1.0,4,22.539339047347912,0,12,-0.8873374661957222,0.4436687330978611,0.4436687330978611,3.9492286139072,0.9873071534768,1
1.0,4,25.31403315241567,0,12,-1.0270982835273275,-0.5135491417636637,0.5135491417636637,3.99706273211949,0.9992656830298725,1
1.0,4,28.430304593026637,0,12,-1.1255595203102022,-0.5627797601551011,0.5627797601551011,3.936939227437888,0.984234806859472,14
1.0,4,31.93020307691027,0,12,-1.190095781992661,-0.5950478909963305,0.5950478909963305,3.8554543746743946,0.9638635936685986,1
1.0,4,35.86095482011831,0,12,-1.2827321589940934,-0.6413660794970467,0.6413660794970467,3.6802501050821546,0.9200625262705386,10
1.0,4,40.275599798502974,0,12,-1.3904200131137834,0.6952100065568917,0.6952100065568917,3.390288853440933,0.8475722133602333,5
1.0,4,45.23370744772101,0,12,-1.4590888902104628,-0.7295444451052314,0.7295444451052314,3.1569495635413016,0.7892373908853254,5
1.0,4,50.80218046913023,0,12,-1.4959987799378245,-0.7479993899689122,0.7479993899689122,3.0159408412007576,0.7539852103001894,3
1.0,4,57.056157587810205,0,12,-1.5773932876830827,0.7886966438415414,0.7886966438415414,2.6664679653540837,0.6666169913385209,9
1.0,4,64.08002744416,0,12,-1.622970590807357,-0.8114852954036785,0.8114852954036785,2.4476305719565303,0.6119076429891326,10
1.0,4,71.96856730011521,0,12,-1.6396046833603022,-0.8198023416801511,0.8198023416801511,2.3636233960942707,0.5909058490235677,10
1.0,4,80.82822192522714,0,12,-1.6825806229637386,0.8412903114818693,0.8412903114818693,2.1363347726177384,0.5340836931544346,1
1.0,4,90.77853991937558,0,12,-1.712959914734324,0.8578569347905818,0.8578569347905818,1.9667526399281012,0.4849997020423178,5
1.0,4,101.95378685327302,0,12,-1.7458890492823875,-0.8729445246411938,0.8729445246411938,1.7745981046424646,0.44364952616061615,10
1.0,4,114.50475699382812,0,12,-1.7815853712610012,0.8907926856305006,0.8907926856305006,1.5564972297232114,0.38912430743080284,1
1.0,4,128.60080806105665,0,12,-1.8040322102008242,-0.9020161051004121,0.9020161051004121,1.4141288198383108,0.3535322049595777,3
1.0,4,144.4321464727282,0,12,-1.8278479303071822,-0.9139239651535911,0.9139239651535911,1.2586712171444585,0.3146678042861146,2
1.0,4,162.2123939129173,0,12,-1.8494271169011482,-0.9247135584505741,0.9247135584505741,1.113894292292013,0.27847357307300324,11
1.0,4,182.18146985669748,0,12,-1.8662710333133297,0.9331355166566648,0.9331355166566648,0.9982979873690248,0.2495744968422562,8
1.0,4,204.6088289466011,0,12,-1.87675185854378,-0.93837592927189,0.93837592927189,0.9252247141601107,0.23130617854002766,1
1.0,4,229.79709690469628,0,12,-1.8755676455684234,-0.9388717390519428,0.9399596553196738,0.9335251921350718,0.22139034169305072,19
1.0,4,258.0861540418077,0,12,-1.8908414587825906,0.9478424013415804,0.9478424013415804,0.8256059812564231,0.19290539034185716,8
1.0,4,289.8577214651068,0,12,-1.9112825326845424,-0.9556412663422712,0.9556412663422712,0.6782565824961839,0.16956414562404598,5
1.0,4,325.5405118685032,0,12,-1.9214198454435698,0.9610938995094435,0.9610938995094435,0.6039418736909923,0.14880170976538398,2
1.0,4,365.6160144085194,0,12,-1.9309876268470947,0.9654938134235473,0.9654938134235473,0.5330481546304586,0.13326203865761466,10
1.0,4,410.62499172442983,0,12,-1.9324201302694146,-0.9674277211714241,0.9674277211714241,0.5223708026734712,0.12360998984852412,8
1.0,4,461.1747767708261,0,12,-1.9331065897452964,-0.21385601504613558,0.9684506232697623,0.5172483686956131,0.11842139743845648,22
1.0,4,517.9474679231213,0,12,-1.948074008443199,-0.9745196786538202,0.9745196786538202,0.4046226980577803,0.09835894941665924,6
1.0,4,581.7091329374358,0,12,-1.9520064852104113,0.9768627787061349,0.9768627787061349,0.3747346084692751,0.0886884889367967,7
1.0,4,653.320145959377,0,12,-1.9561619336310274,-0.9782722972080833,0.9790376187783615,0.3430174266998982,0.08017853525493335,25
1.0,4,733.746797065138,0,12,-1.9598041255536032,0.2618410066912281,0.980753855251399,0.31510416228113236,0.07379933769447256,10
1.0,4,824.0743309893666,0,12,-1.964021859601988,-0.982921041876806,0.9832244125687433,0.282647416838099,0.06354970285487349,14
1.0,4,925.5215909791353,0,12,-1.9697001320859484,-0.9851201839985537,0.9853903019541332,0.23872661532997697,0.056504547253183546,7
1.0,4,1039.4574653722625,0,12,-1.9649673681149775,0.21778187904872853,0.9842875096708134,0.2753519138930134,0.0582547806807181,28
1.0,4,1167.4193588234587,0,12,-1.9748687415321902,0.9882909609814636,0.9882909609814636,0.19852374713377507,0.04457456926445813,10
1.0,4,1311.1339374215643,0,12,-1.9803468782954372,-0.9478436676301385,0.9903641137941942,0.155679992865565,0.03779079431838728,17
1.0,4,1472.5404276241222,0,12,-1.9782139392260996,-0.80736323274886,0.9900407300546686,0.17238995641502797,0.03757281066671192,24
1.0,4,1653.8167833956732,0,12,-1.9838956968760098,-0.9920990139132316,0.9920990139132316,0.12779703067548454,0.031051911072046856,10
1.0,4,1857.4090746385718,0,12,-1.982869605994934,0.991434802997467,0.9919731873596703,0.13586935044545356,0.03077276295226028,17
1.0,4,2086.064493471959,0,12,-1.980283933180098,-0.8630485805371869,0.9914003169470081,0.1561736413958279,0.03158621330360134,39
1.0,4,2342.8684237322327,0,12,-1.9851733682042934,0.33852733340293056,0.9932802783234608,0.11773373832403067,0.02531107962588841,23
1.0,4,2631.286073895945,0,12,-1.9906615445444487,-0.9953307722722243,0.9953307722722243,0.07435881664322963,0.018589704160807408,4
1.0,4,2955.209235202888,0,12,-1.9883532881544297,-0.9944727314031399,0.9948111169184827,0.09263111117730816,0.0193788886129993,23
1.0,4,3319.008795914677,0,12,-1.987340319229924,0.2653653708553298,0.99457404393238,0.10063637609180809,0.019778291638652856,31
1.0,4,3727.593720314942,0,12,-1.9914992236259035,0.06860994496427895,0.9960849487873616,0.06771715819692226,0.014928220397743441,23
1.0,4,4186.4772882899515,0,12,-1.9890230918704748,-0.9949892745510343,0.995347571012882,0.08733329498786624,0.016851085411262012,47
1.0,4,4701.851489299856,0,12,-1.9943207524396545,-0.9972135467635097,0.9972135467635097,0.04530496507135773,0.011008414572039715,3
1.0,4,5280.670574582637,0,12,-1.9932127655647018,-0.07745228455806974,0.9969377800879172,0.05411360927726605,0.011548576274038602,25
1.0,4,5930.744895010559,0,12,-1.9936787383904073,0.18338758777417682,0.9971555183523825,0.05041025948339417,0.010713263972737863,28
1.0,4,6660.846290809161,0,12,-1.9898372400948923,-0.5364933889753356,0.9959320047894591,0.08088895248530648,0.014179017018006057,84
1.0,4,7480.826455225086,0,12,-1.9893523916205091,0.08210991174256806,0.9958124339051864,0.08472738077911401,0.014407645350197118,108
1.0,4,8401.749869294345,0,12,-1.9919064790494174,-0.14669563116897655,0.9968161550021732,0.06448614727915114,0.01096900156049685,91
1.0,4,9436.04310147889,0,12,-1.9951159397575708,0.18896956921705188,0.9979686293001474,0.038977065761626406,0.007287658089005333,61
1.0,4,10597.662486760708,0,12,-1.9935056458339377,0.8349010936188522,0.9974133459340724,0.051786126784360675,0.00899880711247647,91
1.0,4,11902.282447787144,0,12,-1.9932311389913902,-0.22951480205444824,0.9973927313586048,0.05396761815146256,0.00884755944068738,113
1.0,4,13367.506999197063,0,12,-1.993752462714316,-0.6725824045231501,0.9976243140026805,0.04982417139692785,0.007984003162401887,131
1.0,4,15013.107289081743,0,12,-1.992991818673007,0.13116038952389575,0.9973701454121722,0.05586899219389707,0.008743281659361557,176
1.0,4,16861.288382868806,0,12,-1.9933826666619987,0.3275476271203144,0.9975883584963696,0.052763510301986116,0.007829251624813072,163
1.0,4,18936.988889503602,0,12,-1.9956974268991432,-0.23765657920909158,0.998323973801284,0.03434653626570139,0.005742347836164008,119
1.0,4,21268.217472962126,0,12,-1.9947604943354602,0.17603731975938627,0.998038506376232,0.04180623563788366,0.006514066249123651,180
1.0,4,23886.430789846003,0,12,-1.9940191324125018,0.43030183498027186,0.9978520947605193,0.04803877577465343,0.006909042248156361,217
1.0,4,26826.957952797275,0,12,-1.9922870156967247,0.139617022794396,0.997215191042953,0.061465913918752335,0.008964848795298241,377
1.0,4,30129.47724726992,0,12,-1.9953217079279857,-0.057115992616696705,0.9983205069621809,0.037338790909270614,0.005387383367444265,228
1.0,4,33838.551534282335,0,12,-1.9953424995628137,-0.4084283863627591,0.9983324778477836,0.037173234256201226,0.005336509955599755,270
1.0,4,38004.22956365882,0,12,-1.9961199285182025,-0.1290316908486724,0.9986191125498042,0.030980352035564707,0.004397625818777229,260
1.0,4,42682.72131163817,0,12,-1.9956318946508806,0.03294658720873456,0.9984543789709074,0.03486852141559105,0.00489606504797413,319
1.0,4,47937.15645558219,0,12,-1.9955814460676107,-0.07860812527525701,0.9984478333492489,0.03527033698370019,0.004884809086870501,358
1.0,4,53838.436220334894,0,12,-1.9959903656973557,0.022479293325813315,0.9985849102298755,0.032012765752190475,0.004472894401872818,389
1.0,4,60466.19009070435,0,12,-1.9953051419151286,-0.09626867496146213,0.9983761158003,0.03747069790922275,0.005037899113752964,544
1.0,4,67909.8502995572,0,12,-1.9964334982620924,-0.2336811218107408,0.9987763144935434,0.028481134164675126,0.003769621675957069,440
1.0,4,76269.85859023452,0,12,-1.9957294115068578,-0.2830131771447097,0.9985186338047178,0.0340917562408265,0.004608830895332705,588
1.0,4,85659.021536855,0,12,-1.9948803632607301,0.0822052934257523,0.9982354860685635,0.040852251192790234,0.005454992811691817,845
1.0,4,96204.0327106476,0,12,-1.9959454358585111,-0.030809519273633863,0.9986223788451133,0.03237075517040111,0.004203571427646047,740
1.0,4,108047.18223181285,0,12,-1.9950543415146242,0.09721563101445965,0.9983057657957233,0.0394674297315909,0.0052082650221287885,1016
1.0,4,121348.27677491431,0,12,-1.9956855295868787,-0.12481120789290825,0.9985257163952468,0.03444130468518658,0.004522537166808949,1023
1.0,4,136286.79593557754,0,12,-1.9958022942191296,0.0073026149977907795,0.9985670223279014,0.033511163311672476,0.004391946551686399,1106
1.0,4,153064.31405563594,0,12,-1.996229505781066,-0.04091090753997619,0.99872397392664,0.030107087244852337,0.0038791492510661385,1089
1.0,4,171907.22018585747,0,12,-1.9952274234274283,-0.16816992892296415,0.9983721149957814,0.03808950263201005,0.004984133414391856,1594
1.0,4,193069.77288832495,0,12,-1.9960219263473513,0.04886769616421159,0.998642211650207,0.031761288941245525,0.004161282089298446,1535
1.0,4,216837.53109874332,0,12,-1.9959436809991804,0.012961317101144065,0.9986220969348371,0.03242163109335294,0.0042058107966140845,1743
1.0,4,243531.20734334175,0,12,-1.995592291031637,0.080013359324943,0.9985085798764604,0.03518396015350511,0.004531914436935569,2090
1.0,4,273510.99530412105,0,12,-1.995707702328615,-0.05420942943633316,0.9985498926517377,0.03426468609388067,0.004399935172902936,2272
1.0,4,307181.43012686964,0,12,-1.9961379167573727,0.1625920225040036,0.9986988792691519,0.030837003193125767,0.003937869481835943,2285
1.0,4,344996.84705497156,0,12,-1.9960486766137724,-0.0018797273237012176,0.9986678224485387,0.03154813526380984,0.004034643134425586,2722
1.0,4,387467.51204561285,0,12,-1.9957866813591496,-0.0231296811252268,0.9985843663570217,0.03363554091092524,0.004272467142574676,3212
1.0,4,435166.5070924421,0,12,-1.9952856799605483,0.0009912872267726326,0.9984140964867605,0.037625661061875704,0.0047910406801721095,4044
1.0,4,488737.4631624427,0,12,-1.996096214289488,-0.06218906323106612,0.9986867424520935,0.031169327512602152,0.003968860995378076,3802
1.0,4,548903.2450921558,0,12,-1.9959710746764847,-0.022801149586752292,0.9986516383374059,0.03218104814865974,0.004054883242706087,4353
1.0,4,616475.7056337161,0,12,-1.9963252221511254,0.0015548057956553123,0.9987753683935687,0.029357183813555565,0.0036678239613965324,4522
1.0,4,692366.6402678734,0,12,-1.9958045631218988,-0.07901684139321544,0.9985932088416384,0.03350464283413679,0.00423811598734769,5769
1.0,4,777600.0906038043,0,12,-1.995909618265169,-0.04621543314391196,0.9986294811218749,0.03265612898770165,0.004125218245938811,6229
1.0,4,873326.1623828438,0,12,-1.995708562359495,0.058831255964912704,0.9985692202562276,0.03425783537594995,0.00428505229942866,7332
1.0,4,980836.5445406671,0,12,-1.9960293189492058,-0.00015535208271767476,0.9986726437265072,0.03171053947727387,0.003986918860389377,7692
1.0,4,1101581.9387358995,0,12,-1.9961252292528533,-0.058417692535741673,0.9987070287866793,0.030945372866995058,0.003876823327243706,8497
1.0,4,1237191.634532162,0,12,-1.9958690562386023,-0.007559560490834267,0.9986150007126342,0.0329792913057414,0.004171379070692982,10146
1.0,4,1389495.4943731388,0,12,-1.9958567776796752,0.013957853824311707,0.9986168581467724,0.03307711339781605,0.004147976473495962,11400
1.0,4,1560548.6450070748,0,12,-1.9962280637434902,-0.030299840476799515,0.9987464216425845,0.030123706441781195,0.0037435684533275726,11819
1.0,4,1752659.2085367583,0,12,-1.9960463408746176,-0.018542181413083548,0.9986758215599164,0.03157131181374773,0.003984683001742706,13857
1.0,4,1968419.4472866112,0,12,-1.9958629779925983,0.025519522817783774,0.998615222842688,0.03303178042929211,0.0041642245162707425,16354
1.0,4,2210740.742743128,0,12,-1.9961144310953454,0.023638061211627093,0.9987062627074131,0.031031398047577596,0.0038706121632121615,17262
1.0,4,2482892.88056033,0,12,-1.996018853170005,-0.011530853877811642,0.998674729149174,0.03178899856761497,0.003963654281647688,19835
1.0,4,2788548.1717262915,0,12,-1.9961557617826817,-0.020207289431588456,0.9987214057255879,0.030700530821432537,0.0038211468254285563,21464
1.0,4,3131831.005243845,0,12,-1.995893932186584,-0.042121046690936956,0.9986305917411687,0.032786212168266715,0.004103199925685086,25725
1.0,4,3517373.50096938,0,12,-1.9959286376795602,0.007985575029850808,0.9986407468618097,0.03250459459894195,0.004076766232326889,28641
1.0,4,3950378.0135666486,0,12,-1.9958363409585589,-0.03386011402975405,0.9986122179832357,0.03324600347303175,0.004155709013937692,32673
1.0,4,4436687.330978616,0,12,-1.996024024087958,-0.014016454250852803,0.9986721047621545,0.03174637690564808,0.003984454988675168,35183
1.0,4,4982863.514647306,0,12,-1.996057381616642,0.01571352993511444,0.9986871726211091,0.03147877010799682,0.003927451827080208,39151
1.0,4,5596276.445319553,0,12,-1.9959850284633638,-0.0024197562669237937,0.998659855281841,0.03205815135122414,0.004018891511098577,44823
1.0,4,6285203.269240097,0,12,-1.99594531196709,0.026814964095883055,0.9986475347135233,0.032376833606109656,0.004053105244233635,50959
1.0,4,7058940.086618752,0,12,-1.9960414491560179,-0.00508612122492138,0.9986799064017533,0.03160685956733822,0.0039551109892292935,55970
